regions,subregions,iso3,iso2,m49,name,Desk study,year,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_primary,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1b_primaryForestBoreal,1b_primaryForestTemperate,1b_primaryForestSubTropical,1b_primaryForestTropical,1c_bamboos,1c_mangroves,1c_rubber,1e_palms,1e_treeOrchards,1e_agroforestry,1e_treesUrbanSettings,1e_other,2a_gs_ha_nat_reg,2a_gs_ha_primary,2a_gs_ha_introduced,2a_gs_ha_forest,2a_gs_ha_plantation,2a_gs_ha_planted,2a_gs_ha_owl,2a_gs_ha_other_planted,2a_gs_tot_nat_reg,2a_gs_total_primary,2a_gs_total_introduced,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2c_agb_total,2c_bgb_total,2c_dwb_total,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_carbon_agb_total,2d_carbon_bgb_total,2d_carbon_dw_total,2d_carbon_litter_total,2d_carbon_soil_total,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no,3a_prim_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_other,4a_fo_unknown,4b_pub_admin,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,4b_other,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area
"Asia","Western and Central Asia","TUR","TR","792","Türkiye","No","2000","20148.35","712.64","76963.00","19592.65","0.00","555.70","555.70","19.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.26","0.00","5.02","0.00","57.46","","","57.93","74.43","74.43","52.35","","1125.86","0.00","","41.36","41.36","0.00","1167.22","37.31","","","","","","","","","","","","","","","","","","","","","36.58","10.81","0.37","737.03","217.80","7.45","18.24","5.39","0.17","6.00","46.15","367.51","108.60","3.43","120.89","929.85","30.00","7713.56","7945.60","17.90","1363.04","3108.25","0.00","0.00","0.00","8744.23","10225.45","17.90","1891.29","0.00","6754.18","20148.35","6754.18","5.77","5.77","0.00","0.00","20142.58","0.00","0.00","20142.58","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","20148.35"
"Asia","Western and Central Asia","TUR","TR","792","Türkiye","No","2010","21083.08","712.64","76963.00","20461.07","0.00","622.01","622.01","38.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.39","0.00","5.10","0.00","65.05","","","65.46","79.05","79.05","70.44","","1330.97","0.00","","49.17","49.17","0.00","1380.14","50.20","","","","","","","","","","","","","","","","","","","","","41.57","11.95","0.42","876.42","251.94","8.85","22.17","5.97","0.20","5.91","46.46","467.41","125.87","4.22","124.60","979.52","30.00","8008.73","8441.59","18.60","1398.46","3215.70","0.00","0.00","0.00","8861.60","10386.10","18.60","1921.01","0.00","6860.29","21083.08","6860.29","16.41","16.41","0.00","0.00","21066.67","0.00","0.00","21066.67","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","21083.08"
"Asia","Western and Central Asia","TUR","TR","792","Türkiye","No","2015","21630.30","712.64","76963.00","20932.19","0.00","698.11","698.11","52.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.85","0.00","5.38","0.00","74.48","","","74.51","75.58","75.58","72.15","","1559.01","0.00","","52.76","52.76","0.00","1611.77","51.42","","","","","","","","","","","","","","","","","","","","","45.70","12.80","0.46","988.50","276.87","9.95","24.79","6.40","0.22","5.98","48.91","536.22","138.43","4.76","129.35","1057.94","30.00","8261.52","8560.68","19.17","1459.87","3329.06","0.00","0.00","0.00","9365.42","10951.86","19.17","2025.65","0.00","7234.00","21630.30","7234.00","17.68","17.68","0.00","0.00","21612.62","0.00","0.00","21594.58","0.00","0.00","18.04","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","21630.26"
"Asia","Western and Central Asia","TUR","TR","792","Türkiye","No","2020","22220.36","712.64","76963.00","21503.02","0.00","717.34","717.34","65.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.01","0.00","28.35","0.00","76.45","","","76.37","74.00","74.00","73.06","","1643.98","0.00","","53.08","53.08","0.00","1697.06","52.07","","","","","","","","","","","","","","","","","","","","","46.75","12.82","0.47","1038.70","284.95","10.39","23.32","6.41","0.23","3.77","51.46","518.18","142.52","5.18","83.71","1143.44","30.00","8479.68","8805.60","19.67","1498.43","3416.98","0.00","0.00","0.00","9612.76","11241.10","19.67","2079.15","0.00","7425.04","22220.36","7425.04","25.46","25.46","0.00","0.00","22194.90","0.00","0.00","22194.90","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","22220.36"
"Asia","Western and Central Asia","TUR","TR","792","Türkiye","No","2025","22805.76","712.64","76963.00","22050.75","0.00","755.01","755.01","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.29","0.00","32.25","0.00","77.06","","","76.92","72.85","72.85","74.10","","1699.14","0.00","","55.00","55.00","0.00","1754.22","52.81","","","","","","","","","","","","","","","","","","","","","46.21","12.67","0.46","1053.78","288.87","10.54","23.05","6.34","0.23","3.73","50.52","525.63","144.49","5.26","85.01","1152.26","30.00","8710.48","9025.90","20.21","1539.20","3509.97","0.00","0.00","0.00","9557.31","11734.50","42.45","2085.64","0.00","8173.14","22805.76","8173.14","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","22805.76"
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","1990","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","5.97","","","","","","","","","","0.00","13.90","","","","","","","","","","","","","","","","","","","","","","7.17","7.10","2.00","16.71","16.54","4.66","3.59","3.55","","","33.73","8.36","8.27","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","0.00","0.00","0.00","0.00","2330.00","0.00","0.00","2330.00","0.00","0.00","0.00","0.00","","yes","","yes","","","","","","",""
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","2000","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","6.01","","","","","","","","","","0.00","14.00","","","","","","","","","","","","","","","","","","","","","","7.22","7.15","2.01","16.83","16.66","4.69","3.61","3.58","","","33.73","8.42","8.33","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","0.00","0.00","0.00","0.00","2330.00","0.00","0.00","2330.00","0.00","0.00","0.00","0.00","","yes","","yes","","","","","","",""
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","2010","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","6.22","","","","","","","","","","0.00","14.50","","","","","","","","","","","","","","","","","","","","","","7.48","7.41","2.09","17.43","17.26","4.86","3.74","3.70","","","33.73","8.72","8.63","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","0.00","0.00","0.00","0.00","2330.00","0.00","0.00","2330.00","0.00","0.00","0.00","0.00","","yes","","yes","","","","","","",""
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","2015","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","6.22","","","","","","","","","","0.00","14.50","","","","","","","","","","","","","","","","","","","","","","7.48","7.41","2.09","17.43","17.26","4.86","3.74","3.70","","","33.73","8.72","8.63","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","0.00","0.00","0.00","0.00","2330.00","0.00","0.00","2330.00","0.00","0.00","0.00","0.00","","yes","","yes","","","","","","",""
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","2020","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","6.22","","","","","","","","","","0.00","14.50","","","","","","","","","","","","","","","","","","","","","","7.48","7.41","2.09","17.43","17.26","4.86","3.74","3.70","","","33.73","8.72","8.63","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","0.00","0.00","0.00","0.00","2330.00","0.00","0.00","2330.00","0.00","0.00","0.00","0.00","","yes","","yes","","","","","","",""
"Asia","Western and Central Asia","TKM","TM","795","Turkmenistan","Yes","2025","2330.00","1979.00","46993.00","2180.00","104.00","150.00","150.00","","0.00","0.00","104.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","6.22","","","","","","","","","","0.00","14.50","","","","","","","","","","","","","","","","","","","","","","7.48","7.41","2.09","17.43","17.26","4.86","3.74","3.70","","","33.73","8.72","8.63","","","78.60","30.00","","","104.00","","","","","2226.00","","","104.00","","","","","","","","","","","","","","","","","","","yes","","yes","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","1990","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","10.52","","","","","","no","","","","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","2000","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","10.52","","","","","","no","","","","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","2010","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","10.52","","","","","","no","","","","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","2015","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","10.52","","","","","","no","","","","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","2020","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","10.52","","","","","","no","","","","","","","","","",""
"North and Central America","Caribbean","TCA","TC","796","Turks and Caicos Islands","Yes","2025","10.52","16.91","95.00","10.52","","0.00","0.00","0.00","0.00","","","","","0.00","23.60","0.00","","","","","","77.80","","","77.80","","","","","0.82","","0.00","0.00","0.00","0.00","0.82","","","","","","","","","","","","","","","","","","","","","","126.66","35.57","","1.33","0.37","","59.53","16.72","","","","0.63","0.18","","","","","","","","","3.68","","","6.84","","3.68","3.68","3.68","","3.68","","","","","","","","","","","","","","","no","","","","","","","","","",""
"Oceania","","TUV","TV","798","Tuvalu","No","1990","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.05","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","","","","0.75","0.00","0.00","0.75","0.25","0.00","0.03","0.25","0.00","0.00","0.00","0.00","yes","no","no","yes","yes","no","no","no","no","no",""
"Oceania","","TUV","TV","798","Tuvalu","No","2000","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.04","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","","","","0.75","0.00","0.00","0.75","0.25","0.00","0.03","0.25","0.00","0.00","0.00","0.00","yes","no","no","yes","yes","no","no","no","no","no",""
"Oceania","","TUV","TV","798","Tuvalu","No","2010","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","","","","0.75","0.00","0.00","0.75","0.25","0.00","0.03","0.25","0.00","0.00","0.00","0.00","yes","no","no","yes","yes","no","no","no","no","no",""
"Oceania","","TUV","TV","798","Tuvalu","No","2015","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","","","","0.75","0.00","0.00","0.75","0.25","0.00","0.03","0.25","0.00","0.00","0.00","0.00","yes","no","no","yes","yes","no","no","no","no","no",""
"Oceania","","TUV","TV","798","Tuvalu","No","2020","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","0.01","","","0.75","0.00","0.00","0.75","0.25","0.00","0.03","0.25","0.00","0.00","0.00","0.00","yes","no","no","yes","yes","no","no","no","no","no",""
"Oceania","","TUV","TV","798","Tuvalu","No","2025","1.03","0.00","3.00","1.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.03","0.00","0.00","0.00","0.00","0.00","0.01","","","","","","","","","","","","","","","yes","no","no","yes","yes","no","no","no","no","no",""
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","1990","4548.03","6537.70","19981.00","4378.06","","169.97","169.97","","0.00","","","","","","0.00","0.00","","","","","","99.05","","","98.38","81.10","81.10","","","433.65","","","13.78","13.78","0.00","447.43","","","","","","","","","","","","","","","","","","","","","","114.03","27.34","","518.61","124.34","","53.58","12.86","","","","243.68","58.49","","","","","169.97","","794.88","","791.24","","","2791.94","","","","","","1586.12","","","2961.91","","","","1586.12","0.00","0.00","1586.12","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","2000","3400.84","6801.84","19981.00","3132.48","","268.36","268.36","","0.00","","","","","","0.00","0.00","","","","","","99.05","","","97.63","81.10","81.10","","","310.27","","","21.76","21.76","0.00","332.03","","","","","","","","","","","","","","","","","","","","","","114.03","27.34","","387.80","92.98","","53.58","12.86","","","","182.22","43.73","","","","","268.36","","720.06","","626.19","","","1786.23","","","","","","1346.25","","","2054.59","","","","1346.25","0.00","0.00","1346.25","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","2010","2899.37","7440.05","20052.00","2532.61","","366.76","366.76","","0.00","","","","","","0.00","0.00","","","","","","99.05","","","96.78","81.10","81.10","","","250.86","","","29.74","29.74","0.00","280.60","","","","","","","","","","","","","","","","","","","","","","114.03","27.34","","330.62","79.27","","53.58","12.86","","","","155.35","37.29","","","","","366.76","","600.99","","531.80","","","1399.82","","","","","","1132.78","","","1766.59","","","","1132.78","0.00","0.00","1132.78","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","2015","2648.64","7074.49","20052.00","2232.68","","415.96","415.96","","0.00","","","","","","0.00","0.00","","","","","","99.05","","","96.23","81.10","81.10","","","221.15","","","33.73","33.73","0.00","254.88","","","","","","","","","","","","","","","","","","","","","","114.03","27.34","","302.02","72.41","","53.58","12.86","","","","141.91","34.06","","","","","415.96","","624.58","","504.39","","","1103.71","","","","","","1128.96","","","1519.68","","","","1128.96","0.00","0.00","1128.96","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","2020","2508.16","5481.05","20052.00","2043.01","","465.16","465.16","","0.00","","","","","54.59","0.00","0.00","","","","","","103.35","","","99.22","81.10","81.10","","","211.15","","","37.72","37.72","0.00","248.87","","","","","","","","","","","","","","","","","","","","","","90.44","22.34","","226.84","56.03","","42.51","10.50","","","","106.62","26.34","","","","","465.16","","845.40","","608.50","","","589.10","","","","","","1521.49","","","986.67","","","","1521.49","0.00","0.00","1521.49","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Africa","Eastern and Southern Africa","UGA","UG","800","Uganda","No","2025","2367.67","5157.20","20052.00","1853.34","","514.35","514.35","","0.00","","","","","54.59","0.00","0.00","","","","","","103.35","","","98.51","81.10","81.10","","","191.54","","","41.71","41.71","0.00","233.25","","","","","","","","","","","","","","","","","","","","","","90.44","22.34","","214.13","52.89","","42.51","10.50","","","","100.65","24.86","","","","","514.35","","818.20","","546.96","","","488.16","","","","","","1428.45","","","","","","","","","","","","","","","yes","yes","no","yes","no","yes","no","yes","no","yes","1900.00"
"Europe","","UKR","UA","804","Ukraine","Yes","1990","9274.00","28.00","57935.00","4707.00","23.40","4567.00","303.00","","4264.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","800.00","0.00","95.00","35.00","151.48","","","152.47","","153.49","","","713.00","","","701.00","","","1414.00","","","","","","","","","","","","","","","","","","","","","","89.00","20.00","","825.39","185.48","","43.35","10.46","0.38","5.29","24.99","402.03","97.01","3.52","49.06","231.76","","4452.00","2782.00","276.00","1764.00","0.00","0.00","0.00","0.00","5680.00","5131.00","750.00","9164.00","","","7444.00","","0.00","0.00","0.00","0.00","9274.00","0.00","0.00","7544.00","0.00","1730.00","0.00","0.00","no","yes","yes","yes","","yes","yes","yes","","no",""
"Europe","","UKR","UA","804","Ukraine","Yes","2000","9510.00","41.00","57935.00","4815.00","23.40","4695.00","331.00","","4364.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","420.00","0.00","93.00","394.00","168.22","","","198.11","","228.75","","","810.00","","","1074.00","","","1884.00","","","","","","","","","","","","","","","","","","","","","","114.00","25.00","","1084.14","237.75","","56.05","13.56","0.47","5.29","25.01","533.04","128.96","4.47","50.31","237.85","","4121.00","2228.00","802.00","1628.00","0.00","731.00","0.00","0.00","5300.00","5400.00","1100.00","8500.00","","","8260.00","","7.00","","","","9503.00","0.00","0.00","8213.00","0.00","1290.00","0.00","0.00","no","yes","yes","yes","","yes","yes","yes","","no",""
"Europe","","UKR","UA","804","Ukraine","Yes","2010","9548.00","26.00","57932.00","4731.00","23.40","4817.00","343.00","","4474.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","250.00","0.00","91.00","566.00","211.37","","","219.94","","228.36","38.46","","1000.00","","","1100.00","","","2100.00","1.00","","","","","","","","","","","","","","","","","","","","","131.00","29.00","","1250.79","276.89","","64.94","14.45","","5.30","25.07","620.05","137.97","","50.60","239.37","","3642.00","2394.00","1357.00","1458.00","0.00","697.00","0.00","0.00","5080.00","5932.00","1357.00","8217.00","","1357.00","8553.00","1357.00","16.00","","","","9532.00","0.00","0.00","7496.00","0.00","1290.00","746.00","0.00","no","yes","yes","yes","","yes","yes","yes","","no",""
"Europe","","UKR","UA","804","Ukraine","Yes","2015","9700.00","26.00","57929.00","4828.00","23.40","4872.00","368.00","","4504.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","230.00","0.00","91.00","586.00","219.97","","","223.92","","227.83","38.46","","1062.00","","","1110.00","","","2172.00","1.00","","","","","","","","","","","","","","","","","","","","","135.00","30.00","","1309.50","291.00","","67.10","14.91","","","","650.87","144.63","","","","","3674.00","2435.00","1396.00","1450.00","0.00","702.00","0.00","43.00","5100.00","6000.00","1396.00","8200.00","","1396.00","8560.00","1396.00","16.00","","","","9641.00","0.00","43.00","7571.00","0.00","1324.00","746.00","0.00","no","yes","yes","yes","","yes","yes","yes","","no",""
"Europe","","UKR","UA","804","Ukraine","Yes","2020","9900.00","26.00","57940.00","5052.00","23.40","4848.00","370.00","","4478.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","219.00","0.00","91.00","586.00","221.69","","","227.17","","232.88","38.46","","1120.00","","","1129.00","","","2249.00","1.00","","","","","","","","","","","","","","","","","","","","","140.00","31.00","","1386.00","306.90","","69.45","15.48","","","","687.56","153.25","","","","","3600.00","2507.00","1410.00","1450.00","0.00","723.00","0.00","210.00","5000.00","6100.00","1410.00","8200.00","","1410.00","8650.00","1410.00","16.00","","","","9674.00","0.00","210.00","7620.00","0.00","1324.00","746.00","0.00","no","yes","yes","yes","","yes","yes","yes","","no",""
"Europe","","UKR","UA","804","Ukraine","Yes","2025","10090.00","26.00","57940.00","5242.00","23.40","4848.00","370.00","","4478.00","0.00","23.40","0.00","0.00","0.00","0.00","0.00","0.00","193.00","0.00","122.46","303.04","229.87","","","231.32","","232.88","38.46","","1205.00","","","1129.00","","","2334.00","1.00","","","","","","","","","","","","","","","","","","","","","140.00","31.00","","1412.60","312.79","","69.45","15.48","","","","700.75","156.19","","","","","4410.00","2507.00","1410.00","1450.00","0.00","723.00","0.00","0.00","5810.00","6100.00","1410.00","8200.00","","1558.00","8850.00","1438.00","","","","","","","","","","","","","no","yes","yes","yes","","yes","yes","yes","","no",""
"Asia","Western and Central Asia","ARE","AE","784","United Arab Emirates","Yes","1990","314.77","33.44","7102.00","310.97","","3.80","0.00","0.00","3.80","0.00","0.00","0.00","","0.00","3.80","0.00","","","","","","55.10","","","54.80","","30.90","","30.90","17.13","","0.00","0.12","0.00","0.12","17.25","","","","","","","","","","","","","","","","","","","","","","112.64","31.54","14.90","35.46","9.93","4.69","52.94","14.82","6.98","2.08","","16.66","4.66","2.20","0.65","","","0.00","0.00","3.80","0.00","310.97","0.00","0.00","0.00","310.97","310.97","310.97","310.97","0.00","3.80","","","0.00","0.00","0.00","0.00","314.77","0.00","0.00","314.77","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","314.77"
"Asia","Western and Central Asia","ARE","AE","784","United Arab Emirates","Yes","2000","314.97","33.44","7102.00","310.97","","4.00","0.00","0.00","4.00","0.00","0.00","0.00","","0.00","4.00","0.00","","","","","","55.10","","","54.80","","30.90","","30.90","17.13","","0.00","0.12","0.00","0.12","17.26","","","","","","","","","","","","","","","","","","","","","","112.62","31.53","14.90","35.47","9.93","4.69","52.93","14.82","7.00","2.10","","16.67","4.67","2.20","0.66","","","0.00","0.00","4.00","0.00","310.97","0.00","0.00","0.00","310.97","310.97","310.97","310.97","0.00","4.00","","","0.00","0.00","0.00","0.00","314.97","0.00","0.00","314.97","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","314.97"
"Asia","Western and Central Asia","ARE","AE","784","United Arab Emirates","Yes","2010","319.55","33.44","7102.00","310.97","","8.58","0.00","0.00","8.58","0.00","0.00","0.00","","0.00","8.58","0.00","","","","","","55.10","","","54.45","","30.90","","30.90","17.13","","0.00","0.27","0.00","0.27","17.40","","","","","","","","","","","","","","","","","","","","","","112.25","31.43","14.88","35.87","10.04","4.75","52.76","14.77","7.00","2.11","","16.86","4.72","2.24","0.67","","","0.00","0.00","8.58","0.00","310.97","0.00","0.00","0.00","310.97","310.97","310.97","310.97","0.00","8.58","","","0.00","0.00","0.00","0.00","319.55","0.00","0.00","319.55","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","319.55"
"Asia","Western and Central Asia","ARE","AE","784","United Arab Emirates","Yes","2015","321.22","33.44","7102.00","310.97","","10.25","0.00","0.00","10.25","0.00","0.00","0.00","","0.00","10.25","0.00","","","","","","55.10","","","54.32","","30.90","","30.90","17.13","","0.00","0.32","0.00","0.32","17.45","","","","","","","","","","","","","","","","","","","","","","112.11","31.39","14.63","36.01","10.08","4.70","52.69","14.75","7.01","2.11","","16.93","4.74","2.25","0.68","","","0.00","0.00","10.25","0.00","310.97","0.00","0.00","0.00","310.97","310.97","310.97","310.97","0.00","10.25","","","0.00","0.00","0.00","0.00","321.22","0.00","0.00","321.22","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","321.22"
