regions,subregions,iso3,iso2,m49,name,Desk study,year,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_primary,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1b_primaryForestBoreal,1b_primaryForestTemperate,1b_primaryForestSubTropical,1b_primaryForestTropical,1c_bamboos,1c_mangroves,1c_rubber,1e_palms,1e_treeOrchards,1e_agroforestry,1e_treesUrbanSettings,1e_other,2a_gs_ha_nat_reg,2a_gs_ha_primary,2a_gs_ha_introduced,2a_gs_ha_forest,2a_gs_ha_plantation,2a_gs_ha_planted,2a_gs_ha_owl,2a_gs_ha_other_planted,2a_gs_tot_nat_reg,2a_gs_total_primary,2a_gs_total_introduced,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2c_agb_total,2c_bgb_total,2c_dwb_total,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_carbon_agb_total,2d_carbon_bgb_total,2d_carbon_dw_total,2d_carbon_litter_total,2d_carbon_soil_total,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no,3a_prim_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_other,4a_fo_unknown,4b_pub_admin,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,4b_other,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","2000","41.93","17.90","203.00","23.82","","18.11","18.11","18.11","0.00","","","","","","0.09","0.00","","","","","","55.80","","","83.23","119.27","119.27","27.90","","1.33","","","2.16","2.16","","3.49","0.50","","","","","","","","","","","","","","","","","","","","","119.35","30.71","","5.00","1.29","","56.09","14.43","","2.83","70.00","2.35","0.61","","0.12","2.94","30.00","12.58","17.61","8.80","2.94","0.00","0.00","0.00","0.00","12.58","29.35","29.35","6.50","0.00","14.53","7.85","7.85","17.78","","","0.00","24.15","0.00","0.00","24.14","0.00","0.00","0.01","0.00","yes","yes","no","yes","no","yes","no","yes","no","no",""
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","2010","38.36","12.19","203.00","20.31","","18.05","18.05","18.05","0.00","","","","","","0.20","0.00","","","","","","55.80","","","85.44","119.11","119.11","27.90","","1.13","","","2.15","2.15","","3.28","0.34","","","","","","","","","","","","","","","","","","","","","120.04","31.07","","4.60","1.19","","56.42","14.60","","2.83","70.00","2.16","0.56","","0.11","2.69","30.00","11.52","16.13","6.72","2.69","1.33","0.00","0.00","0.00","11.52","26.88","26.88","7.70","0.00","14.81","8.25","8.25","14.54","","","0.00","23.85","0.00","0.00","23.85","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","no",""
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","2015","38.30","12.19","203.00","20.30","","18.00","18.00","18.00","0.00","","","","","","0.20","0.00","","","","","","55.80","","","86.42","120.56","120.56","27.90","","1.13","","","2.17","2.17","","3.31","0.34","","","","","","","","","","","","","","","","","","","","","120.04","31.07","","4.60","1.19","","56.42","14.60","","2.83","70.00","2.16","0.56","","0.11","2.68","30.00","7.66","16.85","7.66","3.06","3.07","0.00","0.00","0.00","7.66","27.57","27.57","8.30","0.00","14.83","8.27","8.27","14.53","","","0.00","23.77","0.00","0.00","23.77","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","no",""
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","2020","38.29","12.20","203.00","20.30","","17.99","17.99","17.99","0.00","","","","","","0.20","0.00","","","","","","55.80","","","86.42","121.18","121.18","27.90","","1.13","","","2.18","2.18","","3.31","0.34","","","","","","","","","","","","","","","","","","","","","120.03","31.06","","4.60","1.19","","56.42","14.60","","2.83","70.00","2.16","0.56","","0.11","2.68","30.00","7.50","17.15","7.86","3.12","3.14","0.00","0.00","0.00","7.50","28.30","28.30","8.35","0.00","14.83","8.27","8.27","14.53","","","0.00","23.77","0.00","0.00","23.77","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","no",""
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","2025","38.29","12.20","199.70","20.30","","17.99","17.99","17.99","0.00","","","","","","0.20","0.00","","","","","","55.80","","","86.42","121.18","121.18","27.90","","1.13","","","2.18","2.18","","3.31","0.34","","","","","","","","","","","","","","","","","","","","","120.03","31.06","","4.60","1.19","","56.42","14.60","","2.83","70.00","2.16","0.56","","0.11","2.68","30.00","7.50","17.15","7.86","3.12","3.14","0.00","0.00","0.00","7.50","28.30","28.30","8.35","0.00","14.83","8.27","8.27","","","","","","","","","","","","","yes","yes","no","yes","no","yes","no","yes","no","no",""
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","1990","19.25","0.28","37.40","19.07","1.67","0.18","0.00","0.00","0.18","0.00","0.00","0.00","","","0.73","0.00","","","","","","137.69","","","137.66","","98.21","","98.21","2.63","","0.00","0.02","0.00","0.02","2.65","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","4.72","0.89","0.43","114.31","21.13","1.92","10.57","93.18","2.20","0.41","0.04","0.20","1.79","30.00","0.00","0.00","0.00","0.00","19.25","0.00","0.00","0.00","","","","","","","","","","","","","","","19.25","","","","","","no","yes","no","yes","no","yes","yes","yes","no","yes","19.25"
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","2000","14.79","0.63","37.40","14.49","1.15","0.30","0.00","0.00","0.30","0.00","0.00","0.00","1.15","","0.70","0.00","","","","","","137.69","","","137.25","","98.21","","98.21","2.00","","0.00","0.03","0.00","0.03","2.03","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","3.62","0.68","0.33","114.31","21.13","1.92","10.57","93.18","1.69","0.31","0.03","0.16","1.38","30.00","0.00","0.00","0.00","0.00","14.79","0.00","0.00","0.00","","","","","","","","","","","","","","","14.79","","","","","","no","yes","no","yes","no","yes","yes","yes","no","yes","14.79"
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","2010","10.41","2.33","37.40","9.95","0.74","0.46","0.00","0.00","0.46","0.00","0.00","0.00","0.74","","0.68","0.00","","","","","","137.69","","","136.41","","98.21","","98.21","1.37","","0.00","0.05","0.00","0.05","1.42","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","2.55","0.48","0.23","114.31","21.13","1.92","10.57","93.18","1.19","0.22","0.02","0.11","0.97","30.00","0.00","0.00","0.00","0.00","10.41","0.00","0.00","0.00","","","","","","","","","3.00","","","","3.79","","3.62","","","","0.00","3.79","no","yes","no","yes","no","yes","yes","yes","no","yes","10.41"
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","2015","10.05","2.94","37.40","9.55","0.74","0.51","0.00","0.00","0.51","0.00","0.00","0.00","0.74","","0.68","0.00","","","11.84","","","137.69","","","135.32","","98.21","","98.21","1.31","","0.00","0.05","0.00","0.05","1.36","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","2.46","0.46","0.22","114.31","21.13","1.92","10.57","93.18","1.15","0.21","0.02","0.11","0.94","30.00","0.00","0.00","0.00","0.00","10.05","0.00","0.00","0.00","0.10","10.05","","","","0.04","0.39","0.04","","","","","6.00","","4.05","5.35","","","0.00","0.65","no","yes","no","yes","no","yes","yes","yes","no","yes","10.05"
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","2020","9.77","3.28","37.40","9.17","0.74","0.60","0.00","0.00","0.60","0.00","0.00","0.00","0.74","","0.66","0.00","","","7.96","0.84","","137.69","","","135.11","","98.21","","98.21","1.26","","0.00","0.06","0.00","0.06","1.32","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","2.39","0.45","0.22","114.31","21.13","1.92","10.57","93.18","1.12","0.21","0.02","0.10","0.91","30.00","0.00","0.00","0.00","0.00","9.77","0.00","0.00","0.00","0.10","9.77","","","","0.04","4.74","0.04","","","","","6.00","","3.77","5.35","","","0.00","0.65","no","yes","no","yes","no","yes","yes","yes","no","yes","9.77"
"Africa","Eastern and Southern Africa","MYT","YT","175","Mayotte","No","2025","9.60","3.22","36.63","8.86","0.74","0.74","0.00","0.00","0.74","0.00","0.00","0.00","0.74","","0.65","0.00","","","7.80","0.85","","137.69","","","134.38","","98.21","","98.21","1.22","","0.00","0.07","0.00","0.07","1.29","","","","","","","","","","","","","","","","","","","","","","244.96","46.11","22.09","2.35","0.44","0.21","114.31","21.13","1.92","10.57","93.18","1.10","0.20","0.02","0.10","0.89","30.00","0.00","0.00","0.00","0.00","9.60","0.00","0.00","0.00","0.10","7.00","2.80","","","2.61","4.81","2.61","","","","","","","","","","","","","no","yes","no","yes","no","yes","yes","yes","no","yes","9.60"
"North and Central America","North America","MEX","MX","484","Mexico","No","1990","71803.93","20910.69","194395.00","71747.48","41097.38","56.45","56.45","0.00","0.00","0.00","0.00","17589.68","23507.70","","927.07","13.82","114.33","260.64","1216.45","","0.00","53.86","61.62","","53.86","","","2.10","","3864.32","2532.42","0.00","","","0.00","3867.36","43.91","","","","","","","","","","","","","","","","","","","","","46.69","11.41","5.24","3352.53","819.28","376.25","22.05","4.94","2.40","1.18","44.16","1583.28","354.71","172.33","84.73","3170.86","30.00","","","5556.87","24.59","","","","66222.47","","","5556.87","24.59","","5556.87","","","50740.29","12307.40","0.00","38432.89","1443.92","934.00","18685.72","0.00","","1.33","1341.09","101.50","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13366.33"
"North and Central America","North America","MEX","MX","484","Mexico","No","2000","69593.66","20524.30","194395.00","69536.74","36033.66","56.92","52.34","0.00","4.58","0.00","0.00","15422.41","20611.25","","939.74","14.29","103.41","354.91","1406.50","","0.00","53.86","61.62","","53.86","","","2.10","","3745.25","2220.39","0.00","","","","3748.31","43.10","","","","","","","","","","","","","","","","","","","","","46.69","11.41","5.24","3249.33","794.06","364.67","22.05","4.94","2.40","1.18","44.16","1534.54","343.79","167.02","82.12","3073.26","30.00","","","7409.54","24.53","","","","62159.59","","","7409.54","24.53","","7409.54","1830.83","1830.83","49518.14","12119.97","0.00","37398.17","1425.34","907.72","17742.46","0.00","","8.61","1212.57","204.16","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13407.14"
"North and Central America","North America","MEX","MX","484","Mexico","No","2010","68155.65","19987.85","194395.00","68071.84","33789.38","83.81","78.19","0.00","5.62","0.00","0.00","14461.85","19327.53","","952.41","21.83","94.17","433.36","1456.60","","0.00","56.91","63.03","","56.95","","","2.02","","3873.97","2129.74","0.00","","","","3881.46","40.38","","","","","","","","","","","","","","","","","","","","","52.44","12.76","5.88","3574.08","869.67","400.76","24.72","5.39","2.69","1.33","44.16","1684.81","367.36","183.34","90.65","3009.75","30.00","5.99","","8766.76","26.76","1880.81","","","57475.33","5.99","","10647.57","26.76","","8237.25","2511.57","2511.57","48840.59","12199.86","0.00","36640.73","1403.77","922.84","16988.45","5.50","","10.69","1195.21","192.37","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13497.28"
"North and Central America","North America","MEX","MX","484","Mexico","No","2015","67543.26","19884.01","194395.00","67442.09","33527.34","101.17","95.72","0.00","5.45","0.00","0.00","14349.70","19177.64","","951.73","29.07","93.65","494.42","1441.45","","0.00","56.49","63.48","","56.52","","","1.94","","3809.80","2128.32","0.00","","","","3817.55","38.57","","","","","","","","","","","","","","","","","","","","","52.26","15.04","6.07","3529.81","1015.85","409.99","23.90","6.88","2.68","1.32","44.16","1614.28","464.70","181.02","89.16","2982.71","30.00","2938.13","256.61","8696.49","26.61","8459.66","1432.48","","45733.28","2938.13","257.60","10693.42","26.61","1432.48","8283.21","9064.97","4708.84","48806.72","12234.85","0.00","36571.87","1401.91","926.19","16408.44","11.06","","9.75","1190.82","190.28","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13520.18"
"North and Central America","North America","MEX","MX","484","Mexico","No","2020","66904.42","19831.58","194395.00","66786.73","33334.65","117.69","112.24","0.00","5.45","0.00","0.00","14267.23","19067.42","","949.30","29.07","94.05","562.17","1366.04","","0.00","56.49","63.48","","56.52","","","1.94","","3772.78","2116.08","0.00","","","","3781.44","38.47","","","","","","","","","","","","","","","","","","","","","52.26","15.04","6.07","3496.42","1006.24","406.11","23.90","6.88","2.68","1.32","44.16","1599.02","460.30","179.30","88.31","2954.50","30.00","2809.60","176.36","8819.25","27.30","8614.84","771.11","","45685.96","2809.60","239.81","10696.97","27.30","771.11","8542.39","8715.08","5145.24","48912.23","12252.71","0.00","36659.52","1408.89","946.48","15636.82","5.65","","9.50","1203.66","190.08","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13548.03"
"North and Central America","North America","MEX","MX","484","Mexico","No","2025","66265.59","19779.15","194395.00","66131.38","33045.63","134.21","128.76","0.00","5.45","0.00","0.00","14143.53","18902.10","","946.86","29.07","94.45","","","","0.00","56.49","63.48","","56.52","","","1.94","","3735.76","2097.74","0.00","","","","3745.33","38.37","","","","","","","","","","","","","","","","","","","","","52.26","15.04","6.07","3463.04","996.63","402.23","23.90","6.88","2.68","1.32","44.16","1583.75","455.91","177.59","87.47","2926.29","30.00","161.37","32.63","8621.64","27.30","1758.98","","","55663.67","161.37","20.35","10232.37","27.30","","9182.62","5411.57","5250.51","","","","","","","","","","","","","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","13548.03"
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","1990","63.58","0.00","70.00","43.33","30.50","20.25","20.25","0.00","0.00","0.00","0.00","0.00","30.50","","9.94","0.00","","","","","","","","","272.26","","","","","","","0.00","","","0.00","17.31","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.57","3.39","","92.89","25.08","","","","5.91","1.59","","","","","0.00","0.00","10.40","0.00","53.18","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","63.58","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","2000","63.86","0.00","70.00","46.63","33.96","17.23","17.23","0.00","0.00","0.00","0.00","0.00","33.96","","10.01","0.00","","","","","","","","","272.16","","","","","","","0.00","","","0.00","17.38","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.62","3.41","","92.89","25.08","","","","5.93","1.60","","","","","0.00","0.00","10.40","0.00","53.46","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","63.86","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","2010","64.13","0.00","70.00","49.92","38.29","14.21","14.21","0.00","0.00","0.00","0.00","0.00","38.29","","10.08","0.00","","","","","","","","","272.26","","","","","","","0.00","","","0.00","17.46","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.67","3.42","","92.89","25.08","","","","5.96","1.61","","","","","0.00","0.00","10.40","0.00","53.73","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","64.13","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","2015","64.27","0.00","70.00","50.06","38.29","14.21","14.21","0.00","0.00","0.00","0.00","0.00","38.29","","10.11","0.00","","","","","","","","","272.29","","","","","","","0.00","","","0.00","17.50","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.70","3.43","","92.89","25.08","","","","5.97","1.61","","","","","0.00","0.00","10.40","0.00","53.87","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","64.27","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","2020","64.42","0.00","70.00","50.21","38.29","14.21","14.21","0.00","0.00","0.00","0.00","0.00","38.29","","10.11","0.00","","","","","","","","","229.22","","","","","","","0.00","","","0.00","14.77","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.73","3.44","","92.89","25.08","","","","5.98","1.62","","","","","0.00","0.00","10.40","0.00","54.02","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","64.42","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Oceania","","FSM","FM","583","Micronesia (Federated States of)","No","2025","64.57","0.00","70.00","50.36","38.29","14.21","14.21","0.00","0.00","0.00","0.00","0.00","38.29","","10.11","0.00","","","","","","","","","229.22","","","","","","","0.00","","","0.00","14.80","0.00","","","","","","","","","","","","","","","","","","","","","197.64","53.36","","12.76","3.45","","92.89","25.08","","","","6.00","1.62","","","","","0.00","0.00","10.40","0.00","54.17","0.00","0.00","0.00","","10.40","10.40","10.40","","10.40","10.40","","","","","","","","","","","","","","no","yes","no","no","yes","no","","no","","no",""
"Europe","","MCO","MC","492","Monaco","Yes","1990","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","no","no","no","no","no",""
"Europe","","MCO","MC","492","Monaco","Yes","2000","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","no","no","no","no","no",""
"Europe","","MCO","MC","492","Monaco","Yes","2010","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","","","","","","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","no","no","no","no","no",""
